,Ni
54822,"[54174, 54176, 54401, 54402, 54615, 54616, 54617, 54822, 54823, 54824, 54825, 55030, 55031, 55032, 55033, 55233, 55234, 55235]"
46615,"[45728, 45729, 45730, 46021, 46022, 46316, 46320, 46322, 46615, 46618, 46908, 46910]"
23702,"[23036, 23037, 23038, 23261, 23262, 23263, 23264, 23265, 23483, 23485, 23487, 23488, 23700, 23701, 23702, 23703, 23704, 23705, 23907, 23908, 23909, 23910, 23911, 23912, 23913, 24112, 24113, 24114, 24115, 24116, 24316]"
40660,"[39800, 39801, 40082, 40083, 40085, 40086, 40368, 40369, 40372, 40373, 40374, 40658, 40660, 40661, 40663, 40948, 40951, 40952, 40953, 41241, 41243, 41244, 41245, 41536]"
13984,"[13297, 13299, 13526, 13527, 13528, 13530, 13753, 13754, 13755, 13756, 13757, 13758, 13759, 13981, 13982, 13984, 13985, 14209, 14210, 14211, 14212, 14213, 14215, 14439, 14440, 14443, 14669, 14670]"
15352,"[14677, 14679, 14906, 15126, 15130, 15131, 15349, 15350, 15351, 15353, 15571, 15572, 15574, 15575, 15577, 15794, 15797, 16015, 16016, 16017]"
8622,"[8186, 8187, 8188, 8326, 8327, 8328, 8329, 8330, 8469, 8470, 8471, 8472, 8473, 8474, 8619, 8621, 8622, 8623, 8625, 8772, 8773, 8776, 8777, 8778, 8928, 8929, 8930, 8931, 8932, 9085, 9086]"
13772,"[13084, 13312, 13313, 13315, 13316, 13542, 13544, 13545, 13546, 13547, 13771, 13773, 13775, 13998, 14000, 14002, 14228, 14229, 14230, 14456]"
18180,"[17465, 17466, 17467, 17698, 17699, 17700, 17701, 17702, 17936, 17937, 17939, 17940, 17941, 18177, 18179, 18180, 18181, 18183, 18419, 18420, 18421, 18422, 18423, 18424, 18425, 18665, 18666, 18667, 18668, 18669, 18910, 18911, 18912]"
5400,"[5082, 5083, 5084, 5187, 5189, 5190, 5191, 5292, 5294, 5295, 5297, 5298, 5399, 5400, 5403, 5501, 5502, 5503, 5504, 5505, 5607, 5608, 5706, 5707]"
18427,"[17705, 17706, 17943, 17945, 17946, 18183, 18184, 18185, 18186, 18187, 18188, 18424, 18425, 18426, 18427, 18428, 18429, 18430, 18669, 18670, 18671, 18672, 18673, 18674, 18675, 18914, 18915, 18916, 18917, 18918, 19160, 19161]"
36406,"[35593, 35594, 35595, 35864, 35865, 35867, 35868, 36133, 36134, 36135, 36136, 36137, 36138, 36139, 36404, 36405, 36406, 36407, 36408, 36409, 36673, 36676, 36677, 36678, 36679, 36942, 37208, 37209, 37210]"
9343,"[9038, 9190, 9191, 9192, 9343, 9344, 9345, 9496, 9497]"
18958,"[18467, 18471, 18711, 18712, 18717, 18955, 18956, 18957, 18958, 19200, 19202, 19447, 19448, 19449, 19695]"
19203,"[18712, 18955, 18956, 18957, 18958, 19200, 19202, 19447, 19448, 19449, 19452, 19694, 19695, 19942]"
24796,"[24188, 24390, 24391, 24393, 24593, 24594, 24595, 24596, 24597, 24793, 24794, 24796, 24797, 24798, 25000, 25001, 25199, 25398]"
32391,"[31635, 31636, 31637, 31884, 31885, 31886, 31888, 32134, 32135, 32136, 32137, 32140, 32388, 32391, 32392, 32393, 32394, 32648, 32649, 32650, 32651, 32913, 32914, 32915, 33181, 33182, 33183]"
14773,"[14089, 14090, 14316, 14318, 14320, 14544, 14545, 14546, 14547, 14548, 14549, 14550, 14772, 14773, 14774, 14775, 14776, 14995, 14996, 14997, 14999, 15000, 15001, 15219, 15220, 15221, 15222, 15223, 15442, 15443, 15444]"
35864,"[35045, 35046, 35047, 35317, 35318, 35319, 35320, 35321, 35589, 35591, 35592, 35593, 35594, 35595, 35861, 35862, 35863, 35864, 35865, 35867, 36133, 36134, 36135, 36136, 36137, 36402, 36404, 36405, 36406, 36673]"
11176,"[10789, 11176, 11177, 11377, 11378, 11379, 11380, 11381, 11382, 11383, 11586, 11587, 11588, 11794]"
41258,"[40676, 40677, 40964, 40966, 40967, 40968, 41255, 41256, 41257, 41258, 41259, 41260, 41261, 41547, 41549, 41840, 41843, 42133]"
17147,"[16459, 16460, 16686, 16690, 16917, 16919, 16920, 17148, 17149, 17150, 17378, 17381, 17610, 17611, 17844, 17845]"
15256,"[14581, 14582, 14583, 14806, 14807, 14808, 14809, 15030, 15031, 15032, 15033, 15034, 15253, 15255, 15256, 15475, 15476, 15477, 15478, 15697, 15698, 15699]"
55031,"[54401, 54402, 54615, 54616, 54617, 54822, 54823, 54824, 54825, 54826, 55030, 55031, 55032, 55033, 55034, 55233, 55234, 55235, 55237, 55429, 55430]"
13637,"[12948, 12949, 12950, 13177, 13178, 13179, 13180, 13406, 13407, 13408, 13409, 13410, 13411, 13634, 13635, 13636, 13637, 13638, 13639, 13640, 13862, 13865, 13866, 13867, 13868, 14091, 14092, 14093, 14094, 14095, 14321, 14322, 14323]"
32399,"[31643, 31895, 32146, 32147, 32400, 32401, 32402, 32654, 32656, 32658, 32920, 32922, 33190, 33191]"
35736,"[34916, 34917, 34918, 35188, 35189, 35190, 35192, 35460, 35463, 35464, 35465, 35733, 35734, 35735, 35738, 35739, 36005, 36006, 36008, 36009, 36010, 36011, 36276, 36277, 36278, 36280, 36547, 36548, 36549]"
30099,"[29371, 29372, 29373, 29615, 29616, 29617, 29858, 29859, 29860, 29861, 29862, 30098, 30099, 30338, 30339, 30581, 30824]"
13987,"[13300, 13301, 13302, 13530, 13533, 13756, 13757, 13758, 13759, 13760, 13762, 13984, 13985, 13989, 13990, 14212, 14213, 14215, 14216, 14217, 14443, 14444, 14446, 14672, 14674]"
59354,"[59040, 59145, 59246, 59251, 59252, 59351, 59354, 59356, 59357, 59457, 59459, 59460, 59461, 59563, 59564, 59565, 59566, 59668, 59670]"
41256,"[40671, 40962, 40964, 40966, 40967, 41255, 41256, 41257, 41258, 41259, 41545, 41547, 41549, 41838, 41839, 41840, 42131, 42132, 42133]"
13523,"[12837, 13061, 13062, 13064, 13065, 13290, 13292, 13295, 13296, 13520, 13521, 13522, 13523, 13526, 13748, 13749, 13750, 13751, 13752, 13753, 13754, 13977, 13981, 14207, 14208]"
3849,"[3477, 3478, 3601, 3602, 3603, 3604, 3852, 3968, 3972, 3974, 4093, 4094, 4213]"
35463,"[34643, 34644, 34915, 34916, 34917, 34918, 35188, 35189, 35190, 35192, 35460, 35463, 35464, 35465, 35733, 35734, 35735, 35738, 35739, 36006, 36008, 36009, 36010, 36277, 36278]"
55440,"[54835, 55041, 55042, 55043, 55243, 55245, 55246, 55247, 55248, 55249, 55437, 55438, 55439, 55440, 55441, 55443, 55625, 55626, 55628, 55802, 55803, 55804, 55978]"
55444,"[54838, 54839, 55046, 55047, 55049, 55247, 55248, 55249, 55250, 55251, 55441, 55443, 55444, 55445, 55626, 55628, 55629, 55632, 55804, 55805, 55807, 55981, 55982]"
9345,"[9038, 9190, 9191, 9192, 9343, 9344, 9345, 9496, 9497, 9501, 9652, 9653, 9810]"
11082,"[10551, 10719, 10720, 10721, 10893, 10894, 10895, 10896, 11080, 11081, 11082, 11083, 11280, 11281, 11282, 11283, 11485, 11486, 11692]"
38570,"[37782, 37783, 37784, 38042, 38043, 38044, 38045, 38046, 38301, 38302, 38304, 38305, 38306, 38307, 38567, 38568, 38569, 38570, 38571, 38572, 38573, 38837, 38838, 38839, 38841, 38842, 38843, 39120, 39121, 39123, 39404, 39405]"
46954,"[46066, 46362, 46363, 46656, 46658, 46659, 46660, 46953, 46954, 46955, 46956, 47249, 47250, 47251, 47252, 47542, 47544, 47546, 47838, 47839, 47840]"
9394,"[8931, 8932, 8933, 9085, 9086, 9087, 9088, 9089, 9239, 9240, 9242, 9243, 9244, 9394, 9396, 9546, 9547, 9548, 9550, 9698, 9858, 9859]"
17700,"[17002, 17003, 17004, 17232, 17233, 17234, 17235, 17236, 17463, 17464, 17465, 17466, 17467, 17468, 17469, 17697, 17698, 17699, 17700, 17701, 17702, 17936, 17937, 17939, 17940, 17941, 18179, 18180, 18181, 18421, 18422, 18423]"
16793,"[16111, 16334, 16335, 16336, 16337, 16338, 16561, 16562, 16563, 16564, 16565, 16566, 16567, 16791, 16792, 16793, 16794, 16795, 16796, 17020, 17021, 17022, 17023, 17024, 17026, 17252, 17253, 17254, 17255, 17256, 17485, 17486]"
11588,"[11176, 11177, 11379, 11380, 11381, 11382, 11383, 11384, 11385, 11586, 11587, 11588, 11589, 11590, 11591, 11794, 11795, 11796, 11797]"
17937,"[17232, 17233, 17462, 17463, 17464, 17465, 17466, 17695, 17696, 17697, 17698, 17699, 17700, 17701, 17934, 17935, 17936, 17937, 17939, 17940, 18175, 18176, 18177, 18179, 18180, 18181, 18419, 18420, 18421, 18422, 18664, 18665, 18666]"
17466,"[16772, 16773, 16774, 17001, 17002, 17003, 17004, 17232, 17233, 17234, 17235, 17236, 17463, 17464, 17465, 17466, 17467, 17468, 17469, 17697, 17698, 17699, 17700, 17701, 17702, 17937, 17939, 17940, 17941, 18179, 18180, 18181]"
24594,"[23983, 23985, 24186, 24188, 24190, 24388, 24390, 24391, 24393, 24394, 24593, 24594, 24595, 24596, 24597, 24793, 24794, 24796, 24797, 24798, 25000, 25199]"
36673,"[35862, 35863, 35864, 36133, 36134, 36135, 36402, 36404, 36405, 36406, 36671, 36672, 36673, 36676, 36937, 36939, 36940, 36942, 37208, 37470, 37471, 37472]"
37432,"[37169, 37170, 37695, 37696, 37955, 37956]"
4371,"[4010, 4011, 4130, 4131, 4133, 4134, 4249, 4250, 4251, 4253, 4254, 4255, 4368, 4370, 4371, 4372, 4373, 4374, 4487, 4488, 4489, 4490, 4491, 4607, 4608, 4609, 4610]"
41612,"[40736, 41026, 41027, 41028, 41029, 41030, 41319, 41321, 41322, 41323, 41611, 41612, 41614, 41615, 41904, 41905, 41906, 41907, 42198, 42199]"
26530,"[26131, 26132, 26134, 26135, 26329, 26330, 26331, 26332, 26334, 26527, 26528, 26529, 26530, 26532, 26533, 26726, 26728, 26730, 26932, 26933, 26935, 26936, 27141]"
17559,"[16867, 17096, 17098, 17330, 17556, 17557, 17559, 17561, 17562, 17790, 17791, 17794, 17795, 18030, 18031, 18032, 18033, 18273, 18274]"
8473,"[8052, 8186, 8187, 8188, 8189, 8190, 8326, 8327, 8328, 8329, 8330, 8331, 8470, 8471, 8472, 8473, 8474, 8476, 8621, 8622, 8623, 8625, 8626, 8776, 8777, 8778, 8930, 8931, 8932]"
5361,"[5045, 5149, 5151, 5152, 5255, 5256, 5257, 5258, 5259, 5360, 5361, 5363, 5364, 5464, 5465, 5566, 5568, 5569, 5666, 5667, 5668]"
15447,"[14776, 14777, 14778, 15000, 15001, 15002, 15003, 15004, 15222, 15223, 15224, 15225, 15226, 15227, 15228, 15444, 15445, 15446, 15447, 15448, 15449, 15450, 15665, 15666, 15667, 15668, 15669, 15670, 15671, 15887, 15888, 15889, 15890, 15891, 16109, 16110, 16111]"
41255,"[40382, 40671, 40960, 40962, 40964, 40966, 41252, 41255, 41256, 41257, 41258, 41544, 41545, 41547, 41549, 41837, 41838, 41839, 41840, 42130, 42131, 42132]"
46666,"[46964, 47258, 47550]"
37779,"[36987, 36988, 37251, 37252, 37254, 37255, 37515, 37516, 37517, 37518, 37519, 37520, 37521, 37776, 37777, 37778, 37779, 37780, 37781, 37782, 38038, 38039, 38040, 38041, 38042, 38043, 38299, 38300, 38301, 38302, 38565, 38567]"
37518,"[36987, 36988, 36989, 37250, 37251, 37252, 37254, 37255, 37256, 37515, 37516, 37517, 37518, 37519, 37520, 37521, 37776, 37777, 37778, 37779, 37780, 37781, 37782, 38038, 38039, 38040, 38041, 38042, 38299, 38300, 38301]"
38571,"[37783, 37784, 37785, 38043, 38044, 38045, 38046, 38047, 38302, 38304, 38305, 38306, 38307, 38308, 38568, 38569, 38570, 38571, 38572, 38573, 38574, 38838, 38839, 38841, 38842, 38843, 38844, 39121, 39123, 39405, 39407]"
16126,"[15462, 15683, 15684, 15686, 15902, 15904, 15906, 16123, 16124, 16125, 16126, 16127, 16347, 16349, 16350, 16351, 16576, 16577, 16578, 16579, 16580, 16806]"
46955,"[46362, 46363, 46658, 46659, 46660, 46953, 46954, 46955, 46956, 47249, 47250, 47251, 47252, 47253, 47544, 47546, 47839, 47840, 47841]"
26727,"[26131, 26132, 26327, 26329, 26330, 26331, 26525, 26526, 26527, 26528, 26529, 26530, 26724, 26725, 26726, 26728, 26730, 26931, 26932, 26933, 26935, 27136, 27137, 27138, 27345]"
40911,"[40043, 40044, 40045, 40330, 40331, 40332, 40333, 40619, 40620, 40911, 40912, 41202, 41203, 41204, 41206, 41493, 41494, 41496, 41497, 41786, 41788]"
35386,"[34566, 34568, 34838, 34839, 34840, 34841, 35110, 35111, 35112, 35114, 35115, 35116, 35383, 35384, 35385, 35386, 35387, 35388, 35389, 35657, 35658, 35659, 35660, 35661, 35662, 35929, 35930, 35931, 35932, 35933, 36201, 36202]"
14212,"[13527, 13528, 13754, 13755, 13756, 13757, 13758, 13981, 13982, 13984, 13985, 14209, 14210, 14211, 14212, 14213, 14215, 14438, 14439, 14440, 14443, 14444, 14668, 14669, 14670, 14672, 14895]"
14236,"[13551, 13553, 13779, 13780, 13782, 14006, 14007, 14010, 14011, 14234, 14237, 14239, 14464, 14466, 14467, 14692, 14693, 14695, 14696, 14919, 14920, 14921]"
12279,"[11642, 11643, 11644, 11848, 11850, 11851, 11852, 12058, 12059, 12062, 12063, 12064, 12276, 12277, 12278, 12279, 12281, 12499, 12500, 12501, 12505, 12725, 12726, 12727, 12952, 12953]"
12050,"[11426, 11427, 11630, 11631, 11632, 11633, 11634, 11836, 11837, 11838, 11841, 11842, 12048, 12049, 12051, 12052, 12053, 12269, 12270, 12271, 12490, 12491, 12492, 12493, 12715, 12717]"
15120,"[14439, 14440, 14667, 14668, 14669, 14670, 14892, 14893, 14895, 14898, 15120, 15343, 15344, 15565, 15566, 15787]"
26113,"[25519, 25520, 25719, 25914, 25916, 25917, 25918, 26111, 26112, 26114, 26115, 26116, 26311, 26312, 26313, 26314, 26510, 26511, 26709, 26710]"
21906,"[21426, 21663, 21664, 21665, 21666, 21667, 21668, 21904, 21905, 21906, 22144, 22145, 22146, 22386, 22387, 22627, 22628]"
7576,"[7243, 7349, 7350, 7351, 7352, 7460, 7462, 7463, 7464, 7573, 7574, 7575, 7576, 7577, 7578, 7691, 7693, 7695, 7816]"
11189,"[10625, 10626, 10800, 10803, 10985, 10988, 10990, 11186, 11187, 11188, 11189, 11190, 11191, 11192, 11390, 11391, 11392, 11393, 11394, 11395, 11396, 11597, 11598, 11599, 11600, 11601, 11805, 11806, 11807]"
15903,"[15238, 15459, 15460, 15462, 15680, 15683, 15684, 15900, 15901, 15902, 15904, 15906, 16121, 16123, 16124, 16125, 16126, 16127, 16346, 16347, 16349, 16350, 16575, 16576, 16577]"
42600,"[41719, 41720, 42010, 42013, 42307, 42598, 42599, 42600, 42601, 42602, 42894, 42895, 42896, 42898, 43187, 43188, 43189, 43190, 43191, 43476, 43477]"
11591,"[11183, 11382, 11383, 11384, 11385, 11386, 11388, 11588, 11589, 11590, 11591, 11594, 11795, 11796, 11797]"
18475,"[18234, 18235, 18236, 18477, 18717]"
13522,"[12835, 12837, 13060, 13061, 13062, 13064, 13290, 13292, 13295, 13520, 13521, 13522, 13523, 13747, 13748, 13749, 13750, 13751, 13752, 13753, 13976, 13977, 14205, 14207]"
40963,"[40381, 40382, 40669, 40671, 40960, 40962, 40964, 40966, 41252, 41255, 41256, 41257, 41258, 41545, 41547, 41549, 41838, 41839, 41840]"
37087,"[36280, 36281, 36548, 36549, 36551, 36552, 36817, 36818, 36819, 36820, 36821, 36823, 37085, 37087, 37088, 37089, 37350, 37351, 37352, 37356, 37616, 37618, 37619, 37620, 37878, 37879]"
11485,"[10893, 10894, 11080, 11081, 11082, 11278, 11280, 11281, 11282, 11283, 11484, 11485, 11486, 11688, 11690, 11691, 11692, 11897, 11898]"
21366,"[20635, 20879, 20880, 20881, 20882, 20883, 21122, 21123, 21124, 21125, 21126, 21127, 21364, 21365, 21366, 21367, 21368, 21369, 21606, 21607, 21608, 21609, 21610, 21848, 21849, 21850, 22088, 22089, 22090]"
40962,"[40094, 40381, 40382, 40668, 40669, 40671, 40959, 40960, 40962, 40964, 41252, 41255, 41256, 41257, 41544, 41545, 41547, 41837, 41838, 41839]"
38584,"[37796, 37797, 38056, 38058, 38059, 38060, 38315, 38318, 38581, 38583, 38585, 38586, 38587, 38855, 38856, 39137, 39419]"
35918,"[35101, 35372, 35374, 35643, 35644, 35645, 35646, 35647, 35648, 35649, 35917, 35919, 35920, 35921, 36185, 36457, 36727, 36729]"
35942,"[35124, 35395, 35396, 35397, 35398, 35399, 35667, 35668, 35670, 35671, 35672, 35673, 35941, 35942, 35943, 36209, 36210, 36211, 36481]"
7499,"[7174, 7176, 7278, 7281, 7282, 7496, 7499, 7610]"
20925,"[20677, 20678, 20922, 20925, 21409]"
15478,"[14807, 14808, 14809, 15031, 15032, 15033, 15034, 15253, 15255, 15256, 15475, 15476, 15477, 15478, 15696, 15697, 15698, 15699, 15918, 16140]"
24590,"[23979, 23980, 23981, 24185, 24186, 24386, 24387, 24388, 24390, 24593, 24791, 24793, 24794, 24994]"
47007,"[46120, 46121, 46414, 46417, 46709, 46710, 46711, 46712, 46713, 46715, 47004, 47006, 47007, 47008, 47009, 47010, 47299, 47300, 47301, 47303, 47304]"
54824,"[54176, 54177, 54178, 54401, 54402, 54615, 54616, 54617, 54619, 54822, 54823, 54824, 54825, 54826, 54827, 55030, 55031, 55032, 55033, 55034, 55035, 55233, 55234, 55235, 55237, 55429, 55430]"
19992,"[19253, 19254, 19497, 19498, 19499, 19500, 19744, 19746, 19747, 19989, 19990, 19991, 19992, 20234, 20235, 20237, 20480, 20482, 20727]"
8474,"[8052, 8187, 8188, 8189, 8190, 8327, 8328, 8329, 8330, 8331, 8333, 8471, 8472, 8473, 8474, 8476, 8477, 8621, 8622, 8623, 8625, 8626, 8776, 8777, 8778, 8779, 8931, 8932, 8933]"
43191,"[42307, 42600, 42601, 42602, 42604, 42895, 42896, 42898, 42900, 42901, 43188, 43189, 43190, 43191, 43192, 43476, 43477, 43478, 43479, 43766, 44054, 44055, 44056]"
13408,"[12721, 12722, 12723, 12946, 12947, 12948, 12949, 12950, 13175, 13176, 13177, 13178, 13179, 13180, 13405, 13406, 13407, 13408, 13409, 13410, 13411, 13633, 13634, 13635, 13636, 13637, 13638, 13639, 13862, 13865, 13866, 14091, 14092, 14093]"
15460,"[14789, 14790, 14791, 15013, 15014, 15015, 15016, 15235, 15236, 15237, 15238, 15457, 15458, 15459, 15460, 15462, 15678, 15680, 15683, 15684, 15900, 15901, 15902, 15904, 16123, 16124]"
40659,"[39798, 39800, 40082, 40083, 40085, 40367, 40368, 40369, 40372, 40373, 40658, 40660, 40661, 40948, 40951, 40952, 40953, 41241, 41243, 41244, 41533]"
24934,"[24326, 24327, 24328, 24530, 24531, 24729, 24730, 24731, 24732, 24735, 24931, 24932, 24933, 24934, 24937, 25131, 25132, 25133, 25134, 25135, 25136, 25137, 25331, 25332, 25334, 25335, 25531, 25532]"
18454,"[17731, 17733, 17969, 17970, 17972, 17973, 18209, 18212, 18213, 18214, 18215, 18453, 18454, 18455, 18456, 18457, 18696, 18698, 18699, 18701, 18941, 18943, 18945, 19187, 19188]"
41257,"[40676, 40962, 40964, 40966, 40967, 40968, 41255, 41256, 41257, 41258, 41259, 41260, 41547, 41549, 41839, 41840, 41843, 42132, 42133]"
15900,"[15235, 15236, 15237, 15456, 15457, 15458, 15459, 15460, 15676, 15677, 15678, 15680, 15899, 15900, 15901, 15902, 16121, 16123, 16124, 16343, 16344, 16345, 16346, 16347, 16572, 16573, 16574]"
24317,"[23701, 23702, 23703, 23908, 23909, 23910, 23911, 23912, 24111, 24112, 24113, 24114, 24115, 24116, 24314, 24315, 24316, 24319, 24320, 24517, 24518, 24519, 24520, 24522, 24720, 24721, 24722, 24724, 24923, 24924, 24925]"
19915,"[19175, 19176, 19177, 19420, 19422, 19423, 19667, 19672, 19912, 19913, 19914, 19915, 19916, 19918, 20157, 20158, 20160, 20161, 20162, 20163, 20403, 20404, 20405, 20406, 20407]"
58386,"[58061, 58062, 58168, 58170, 58171, 58274, 58276, 58277, 58278, 58279, 58280, 58383, 58384, 58386, 58388, 58389, 58492, 58493, 58494, 58495, 58496, 58497, 58603, 58606, 58607]"
59166,"[58845, 58846, 58955, 58956, 58957, 59058, 59060, 59163, 59164, 59165, 59166, 59169, 59268, 59269, 59270, 59271, 59272, 59374, 59375, 59377, 59480, 59481, 59482]"
16247,"[15583, 15804, 16024, 16025, 16026, 16028, 16029, 16244, 16246, 16248, 16249, 16250, 16468, 16471, 16472, 16474, 16697, 16699, 16700, 16701, 16928, 16929]"
32177,"[31430, 31675, 31678, 31925, 31926, 31927, 31929, 32174, 32175, 32176, 32177, 32178, 32179, 32428, 32429, 32430, 32431, 32432, 32687, 32688, 32689, 32690, 32952, 32953]"
18687,"[17958, 17959, 18198, 18199, 18200, 18439, 18440, 18441, 18442, 18443, 18684, 18685, 18686, 18687, 18688, 18689, 18690, 18928, 18929, 18930, 18931, 18932, 18933, 18934, 19175, 19176, 19177, 19178, 19422, 19423]"
7804,"[7562, 7676, 7679, 7680, 7801, 7803, 7804, 7931, 7932, 7935, 8063, 8064, 8065, 8066, 8067, 8202]"
19163,"[18428, 18429, 18430, 18672, 18673, 18674, 18675, 18676, 18915, 18916, 18917, 18918, 18920, 18921, 19160, 19161, 19166, 19408, 19409, 19411, 19412, 19655, 19656, 19657, 19658, 19901, 19903]"
6426,"[6136, 6137, 6138, 6327, 6328, 6423, 6426, 6522, 6525, 6618, 6620, 6715]"
47008,"[46120, 46121, 46122, 46417, 46419, 46710, 46711, 46712, 46713, 46715, 46716, 47006, 47007, 47008, 47009, 47010, 47011, 47300, 47301, 47303, 47304]"
15003,"[14322, 14323, 14324, 14550, 14552, 14553, 14554, 14775, 14776, 14777, 14778, 14779, 14780, 15000, 15001, 15002, 15003, 15004, 15005, 15223, 15224, 15225, 15226, 15227, 15228, 15446, 15447, 15448, 15449, 15450, 15668, 15669, 15670]"
43765,"[42896, 42898, 43188, 43189, 43190, 43191, 43192, 43474, 43476, 43477, 43478, 43479, 43762, 43763, 43766, 44053, 44054, 44055, 44056, 44057, 44343, 44345, 44631, 44632, 44633]"
8175,"[7779, 7905, 7909, 8036, 8039, 8040, 8041, 8042, 8174, 8175, 8176, 8177, 8178, 8313, 8314, 8315, 8316, 8317, 8318, 8319, 8458, 8460, 8461, 8462, 8609, 8610, 8611]"
37257,"[36453, 36454, 36723, 36724, 36725, 36988, 36989, 36990, 36991, 36992, 36993, 37254, 37255, 37256, 37257, 37258, 37259, 37260, 37519, 37520, 37521, 37523, 37781, 37782, 37783, 37784, 37785, 38043, 38044, 38045]"
35866,"[35047, 35048, 35049, 35319, 35320, 35321, 35322, 35323, 35591, 35592, 35593, 35594, 35595, 35596, 35597, 35863, 35864, 35865, 35867, 35868, 35869, 36133, 36134, 36135, 36136, 36137, 36138, 36139, 36404, 36405, 36406, 36407, 36408, 36676, 36677]"
43813,"[43236, 43237, 43239, 43522, 43524, 43525, 43526, 43527, 43812, 43813, 43814, 44100, 44101, 44102, 44389, 44391, 44392, 44679, 44681]"
15034,"[14353, 14354, 14581, 14582, 14583, 14584, 14806, 14807, 14808, 14809, 15031, 15032, 15033, 15034, 15255, 15256, 15260, 15477, 15478, 15699]"
5360,"[5149, 5151, 5255, 5256, 5257, 5258, 5360, 5361, 5363, 5464, 5465, 5564, 5566, 5568, 5665, 5666, 5667]"
50124,"[49555, 49556, 49837, 49838, 49839, 49841, 49842, 50121, 50122, 50123, 50124, 50125, 50406, 50407, 50408, 50409, 50410, 50411, 50690, 50691, 50693, 50694, 50974, 50975, 50976]"
23039,"[22330, 22331, 22332, 22569, 22570, 22571, 22572, 22573, 22805, 22806, 22810, 23036, 23037, 23038, 23039, 23040, 23041, 23042, 23262, 23263, 23264, 23265, 23266, 23267, 23268, 23485, 23487, 23488, 23489, 23703, 23704, 23705]"
11282,"[10719, 10720, 10893, 10894, 10895, 10896, 11080, 11081, 11082, 11083, 11280, 11281, 11282, 11283, 11484, 11485, 11486, 11690, 11691, 11692, 11898]"
14211,"[13526, 13527, 13528, 13753, 13754, 13755, 13756, 13757, 13981, 13982, 13984, 13985, 14208, 14209, 14210, 14211, 14212, 14213, 14437, 14438, 14439, 14440, 14443, 14667, 14668, 14669, 14670, 14895]"
38137,"[37350, 37351, 37616, 37873, 37876, 37877, 37878, 37879, 38135, 38137, 38138, 38140, 38397, 38399, 38400, 38661, 38664, 38665, 38932, 38933, 38934]"
18699,"[17970, 17972, 18212, 18213, 18214, 18453, 18454, 18455, 18456, 18457, 18696, 18698, 18699, 18701, 18940, 18941, 18943, 18945, 19186, 19187, 19188, 19433, 19434, 19435]"
25520,"[24921, 24923, 25120, 25121, 25122, 25123, 25124, 25319, 25320, 25321, 25322, 25323, 25324, 25519, 25520, 25521, 25522, 25523, 25719, 25720, 25914, 25916, 25917, 25918, 26114, 26115]"
24114,"[23485, 23700, 23701, 23702, 23703, 23704, 23907, 23908, 23909, 23910, 23911, 23912, 23913, 24111, 24112, 24113, 24114, 24115, 24116, 24314, 24315, 24316, 24319, 24320, 24518, 24519, 24520, 24522, 24721, 24722]"
35735,"[34915, 34916, 34917, 35188, 35189, 35190, 35460, 35463, 35464, 35465, 35732, 35733, 35734, 35735, 35738, 36004, 36005, 36006, 36008, 36009, 36010, 36275, 36276, 36277, 36278, 36546, 36547, 36548]"
12500,"[11848, 12057, 12058, 12059, 12275, 12276, 12277, 12278, 12279, 12497, 12498, 12499, 12500, 12501, 12722, 12723, 12724, 12725, 12726, 12727, 12949, 12950, 12951, 12952, 12953, 13180, 13182]"
14237,"[13553, 13554, 13779, 13780, 13782, 14006, 14007, 14010, 14011, 14234, 14237, 14239, 14240, 14464, 14466, 14467, 14469, 14693, 14695, 14696, 14697, 14920, 14921]"
37784,"[36991, 36992, 36993, 37256, 37257, 37258, 37259, 37260, 37520, 37521, 37523, 37781, 37782, 37783, 37784, 37785, 37786, 37787, 38042, 38043, 38044, 38045, 38046, 38047, 38304, 38305, 38306, 38307, 38570, 38571, 38572]"
23491,"[22812, 22813, 23041, 23042, 23043, 23044, 23266, 23267, 23268, 23269, 23271, 23488, 23489, 23490, 23491, 23705, 23706, 23707, 23708, 23914, 23917]"
32395,"[31888, 31889, 32140, 32392, 32393, 32394, 32649, 32650, 32651, 32654, 32915, 32916, 32918, 33185, 33186, 33187]"
47852,"[46967, 47260, 47263, 47264, 47555, 47556, 47560, 47852, 47854, 47855, 48140, 48141, 48425]"
13866,"[13179, 13180, 13408, 13409, 13410, 13411, 13635, 13636, 13637, 13638, 13639, 13640, 13641, 13865, 13866, 13867, 13868, 13869, 14091, 14092, 14093, 14094, 14095, 14097, 14321, 14322, 14323, 14324, 14552, 14553]"
7803,"[7562, 7675, 7676, 7679, 7680, 7801, 7803, 7804, 7931, 7932, 7935, 8063, 8064, 8065, 8066, 8199]"
18182,"[17467, 17468, 17469, 17700, 17701, 17702, 17939, 17940, 17941, 17943, 18179, 18180, 18181, 18183, 18184, 18185, 18421, 18422, 18423, 18424, 18425, 18426, 18427, 18667, 18668, 18669, 18670, 18671, 18912, 18914]"
9093,"[8631, 8781, 8782, 8935, 8936, 8937, 8939, 9090, 9091, 9244, 9247, 9249, 9400, 9401, 9552, 9553, 9554]"
45755,"[44882, 44884, 45170, 45173, 45174, 45463, 45464, 45465, 45756, 45757, 45758, 46048, 46050, 46051, 46052, 46345, 46346, 46347, 46640, 46641, 46642]"
