,Ni
16934,"[16254, 16475, 16702, 16703, 16705, 16931, 16932, 16934, 17161, 17162, 17163, 17164, 17165, 17166, 17395, 17396, 17397]"
16935,"[16254, 16255, 16703, 16705, 16932, 16934, 17162, 17163, 17164, 17165, 17166, 17168, 17395, 17396, 17397, 17398]"
16951,"[16494, 16495, 16719, 16723, 16724, 16948, 16949, 16952, 16953, 16954, 17182, 17184]"
16993,"[16305, 16534, 16535, 16762, 16763, 16765, 16766, 16990, 16991, 16992, 16993, 16995, 16996, 17225, 17226, 17227, 17458]"
16994,"[16534, 16535, 16537, 16762, 16763, 16765, 16766, 16767, 16991, 16992, 16993, 16995, 16996, 16997, 17225, 17226, 17227, 17228, 17458, 17459, 17692]"
16995,"[16534, 16535, 16537, 16538, 16762, 16763, 16765, 16766, 16767, 16768, 16992, 16993, 16995, 16996, 16997, 17225, 17226, 17227, 17228, 17229, 17458, 17459, 17460, 17692, 17693]"
16999,"[16311, 16312, 16313, 16538, 16539, 16540, 16542, 16766, 16767, 16768, 16769, 16770, 16771, 16772, 16996, 16997, 16999, 17001, 17002, 17227, 17228, 17229, 17230, 17232, 17233, 17460, 17461, 17462, 17463, 17464, 17695, 17696, 17697]"
17002,"[16314, 16315, 16316, 16542, 16544, 16545, 16769, 16770, 16771, 16772, 16773, 16774, 16999, 17001, 17002, 17003, 17004, 17230, 17232, 17233, 17234, 17235, 17236, 17463, 17464, 17465, 17466, 17467, 17698, 17699, 17700]"
17003,"[16315, 16316, 16542, 16544, 16545, 16770, 16771, 16772, 16773, 16774, 16776, 17001, 17002, 17003, 17004, 17006, 17232, 17233, 17234, 17235, 17236, 17464, 17465, 17466, 17467, 17468, 17699, 17700, 17701]"
17004,"[16316, 16318, 16544, 16545, 16771, 16772, 16773, 16774, 16776, 16777, 17001, 17002, 17003, 17004, 17006, 17007, 17232, 17233, 17234, 17235, 17236, 17238, 17465, 17466, 17467, 17468, 17469, 17700, 17701, 17702]"
17005,"[16318, 16544, 16545, 16772, 16773, 16774, 16776, 16777, 17002, 17003, 17004, 17006, 17007, 17233, 17234, 17235, 17236, 17238, 17466, 17467, 17468, 17469, 17470, 17701, 17702]"
17006,"[16318, 16545, 16549, 16773, 16774, 16776, 16777, 16779, 17003, 17004, 17006, 17007, 17009, 17234, 17235, 17236, 17238, 17240, 17467, 17468, 17469, 17470, 17471, 17702]"
17007,"[16321, 16549, 16550, 16774, 16776, 16777, 16779, 16780, 17004, 17006, 17007, 17009, 17010, 17235, 17236, 17238, 17240, 17241, 17468, 17469, 17470, 17471, 17472, 17705]"
17008,"[16321, 16322, 16549, 16550, 16551, 16776, 16777, 16779, 16780, 16781, 17006, 17007, 17009, 17010, 17236, 17238, 17240, 17241, 17469, 17470, 17471, 17472, 17473, 17705, 17706]"
17011,"[16324, 16325, 16550, 16551, 16552, 16553, 16554, 16779, 16780, 16781, 16782, 16783, 16784, 17009, 17010, 17012, 17014, 17240, 17241, 17243, 17245, 17472, 17473, 17474, 17475, 17476, 17707, 17708]"
17012,"[16324, 16325, 16551, 16552, 16553, 16554, 16555, 16779, 16780, 16781, 16782, 16783, 16784, 16785, 17009, 17010, 17012, 17014, 17015, 17240, 17241, 17243, 17245, 17246, 17473, 17474, 17475, 17476, 17708, 17710]"
17013,"[16325, 16327, 16552, 16553, 16554, 16555, 16556, 16780, 16781, 16782, 16783, 16784, 16785, 16786, 17010, 17012, 17014, 17015, 17016, 17241, 17243, 17245, 17246, 17247, 17474, 17475, 17476, 17478, 17710, 17711]"
17014,"[16327, 16328, 16553, 16554, 16555, 16556, 16557, 16781, 16782, 16783, 16784, 16785, 16786, 16787, 17012, 17014, 17015, 17016, 17017, 17243, 17245, 17246, 17247, 17248, 17475, 17476, 17478, 17479, 17710, 17711, 17712]"
17019,"[16331, 16332, 16333, 16558, 16559, 16560, 16561, 16562, 16786, 16787, 16788, 16789, 16791, 16792, 17016, 17017, 17018, 17019, 17020, 17021, 17022, 17247, 17248, 17249, 17250, 17251, 17252, 17253, 17480, 17481, 17482, 17483, 17484, 17715, 17716, 17717]"
17021,"[16333, 16334, 16335, 16560, 16561, 16562, 16563, 16564, 16788, 16789, 16791, 16792, 16793, 16794, 17018, 17019, 17020, 17021, 17022, 17023, 17024, 17249, 17250, 17251, 17252, 17253, 17254, 17255, 17482, 17483, 17484, 17485, 17486, 17717, 17718, 17719]"
17022,"[16334, 16335, 16336, 16561, 16562, 16563, 16564, 16565, 16789, 16791, 16792, 16793, 16794, 16795, 17019, 17020, 17021, 17022, 17023, 17024, 17250, 17251, 17252, 17253, 17254, 17255, 17256, 17483, 17484, 17485, 17486, 17718, 17719, 17720]"
17023,"[16335, 16336, 16337, 16562, 16563, 16564, 16565, 16566, 16791, 16792, 16793, 16794, 16795, 16796, 17020, 17021, 17022, 17023, 17024, 17026, 17251, 17252, 17253, 17254, 17255, 17256, 17257, 17484, 17485, 17486, 17719, 17720]"
17038,"[16350, 16351, 16577, 16578, 16579, 16580, 16806, 17035, 17037, 17038, 17039, 17040, 17266, 17267, 17268, 17270, 17272, 17499, 17500, 17501, 17503, 17734, 17736]"
17155,"[16467, 16468, 16695, 16696, 16697, 16922, 16923, 16924, 16928, 17152, 17153, 17156, 17158, 17383, 17385, 17389, 17616]"
17156,"[16468, 16695, 16696, 16697, 16699, 16923, 16924, 16928, 16929, 17153, 17156, 17158, 17159, 17385, 17389, 17390]"
17157,"[16471, 16696, 16697, 16699, 16700, 16924, 16928, 16929, 16930, 17156, 17158, 17159, 17160, 17385, 17389, 17390]"
17158,"[16471, 16472, 16697, 16699, 16700, 16701, 16928, 16929, 16930, 16931, 17156, 17158, 17159, 17160, 17161, 17389, 17390]"
17159,"[16471, 16472, 16699, 16700, 16701, 16702, 16928, 16929, 16930, 16931, 16932, 17156, 17158, 17159, 17160, 17161, 17162, 17389, 17390]"
17160,"[16472, 16474, 16699, 16700, 16701, 16702, 16703, 16928, 16929, 16930, 16931, 16932, 17158, 17159, 17160, 17161, 17162, 17163, 17389, 17390, 17625]"
17161,"[16474, 16475, 16700, 16701, 16702, 16703, 16928, 16929, 16930, 16931, 16932, 16934, 17158, 17159, 17160, 17161, 17162, 17163, 17164, 17389, 17390, 17395, 17625]"
17162,"[16474, 16475, 16701, 16702, 16703, 16705, 16929, 16930, 16931, 16932, 16934, 17159, 17160, 17161, 17162, 17163, 17164, 17165, 17390, 17395, 17396, 17625]"
17163,"[16475, 16702, 16703, 16705, 16930, 16931, 16932, 16934, 17160, 17161, 17162, 17163, 17164, 17165, 17166, 17395, 17396, 17397, 17625]"
17164,"[16703, 16705, 16931, 16932, 16934, 17161, 17162, 17163, 17164, 17165, 17166, 17395, 17396, 17397, 17398, 17625, 17862]"
17165,"[16705, 16932, 16934, 17162, 17163, 17164, 17165, 17166, 17168, 17395, 17396, 17397, 17398, 17399, 17862]"
17166,"[16705, 16934, 17163, 17164, 17165, 17166, 17168, 17395, 17396, 17397, 17398, 17399, 17400, 17631, 17862]"
17167,"[16481, 16934, 17164, 17165, 17166, 17168, 17170, 17395, 17396, 17397, 17398, 17399, 17400, 17401, 17631, 17632]"
17234,"[16544, 16545, 16771, 16772, 16773, 16774, 17001, 17002, 17003, 17004, 17006, 17232, 17233, 17234, 17235, 17236, 17463, 17464, 17465, 17466, 17467, 17468, 17469, 17698, 17699, 17700, 17701, 17702, 17939, 17940]"
17235,"[16544, 16545, 16772, 16773, 16774, 16776, 17001, 17002, 17003, 17004, 17006, 17007, 17232, 17233, 17234, 17235, 17236, 17238, 17464, 17465, 17466, 17467, 17468, 17469, 17470, 17699, 17700, 17701, 17702, 17939, 17940, 17941]"
17236,"[16545, 16773, 16774, 16776, 16777, 17002, 17003, 17004, 17006, 17007, 17233, 17234, 17235, 17236, 17238, 17465, 17466, 17467, 17468, 17469, 17470, 17471, 17700, 17701, 17702, 17940, 17941]"
17237,"[16774, 16776, 16777, 17003, 17004, 17006, 17007, 17009, 17234, 17235, 17236, 17238, 17240, 17466, 17467, 17468, 17469, 17470, 17471, 17472, 17701, 17702, 17705, 17941, 17943]"
17238,"[16549, 16776, 16777, 16779, 17004, 17006, 17007, 17009, 17010, 17235, 17236, 17238, 17240, 17241, 17467, 17468, 17469, 17470, 17471, 17472, 17473, 17702, 17705, 17706, 17943]"
17242,"[16551, 16552, 16553, 16779, 16780, 16781, 16782, 16783, 17009, 17010, 17012, 17014, 17240, 17241, 17243, 17245, 17471, 17472, 17473, 17474, 17475, 17476, 17706, 17707, 17708, 17710, 17946, 17947, 17948]"
17243,"[16552, 16553, 16554, 16780, 16781, 16782, 16783, 16784, 17009, 17010, 17012, 17014, 17015, 17240, 17241, 17243, 17245, 17246, 17472, 17473, 17474, 17475, 17476, 17478, 17707, 17708, 17710, 17711, 17947, 17948, 17949]"
17252,"[16561, 16562, 16563, 16789, 16791, 16792, 16793, 17018, 17019, 17020, 17021, 17022, 17023, 17024, 17249, 17250, 17251, 17252, 17253, 17254, 17255, 17481, 17482, 17483, 17484, 17485, 17486, 17716, 17717, 17718, 17719, 17720, 17956, 17958]"
17253,"[16562, 16563, 16564, 16791, 16792, 16793, 16794, 17019, 17020, 17021, 17022, 17023, 17024, 17250, 17251, 17252, 17253, 17254, 17255, 17256, 17482, 17483, 17484, 17485, 17486, 17717, 17718, 17719, 17720, 17958, 17959]"
17254,"[16563, 16564, 16565, 16791, 16792, 16793, 16794, 16795, 17020, 17021, 17022, 17023, 17024, 17026, 17251, 17252, 17253, 17254, 17255, 17256, 17257, 17483, 17484, 17485, 17486, 17718, 17719, 17720, 17958, 17959]"
17265,"[16574, 16575, 16576, 16802, 16803, 16804, 16806, 17031, 17033, 17034, 17035, 17037, 17262, 17263, 17266, 17267, 17268, 17495, 17496, 17497, 17498, 17499, 17500, 17729, 17730, 17731, 17733, 17969, 17970]"
17266,"[16575, 16576, 16577, 16803, 16804, 16806, 17033, 17034, 17035, 17037, 17038, 17263, 17266, 17267, 17268, 17495, 17496, 17497, 17498, 17499, 17500, 17501, 17730, 17731, 17733, 17734, 17970, 17972]"
17269,"[16578, 16579, 16580, 16806, 17035, 17037, 17038, 17039, 17040, 17266, 17267, 17268, 17270, 17272, 17498, 17499, 17500, 17501, 17503, 17504, 17733, 17734, 17736, 17737, 17973, 17974, 17975]"
17270,"[16579, 16580, 17037, 17038, 17039, 17040, 17267, 17268, 17270, 17272, 17273, 17499, 17500, 17501, 17503, 17504, 17734, 17736, 17737, 17974, 17975, 17976]"
17271,"[16580, 17037, 17038, 17039, 17040, 17043, 17268, 17270, 17272, 17273, 17274, 17500, 17501, 17503, 17504, 17506, 17736, 17737, 17739, 17975, 17976, 17977]"
17281,"[16592, 17048, 17049, 17278, 17510, 17745, 17746, 17749, 17985]"
17282,"[16592, 17048, 17049, 17746, 17749]"
17283,"[16592, 16824, 17049, 17055, 17518, 17749]"
17386,"[16695, 16696, 16697, 16923, 16924, 17152, 17153, 17156, 17158, 17383, 17385, 17389, 17616]"
17387,"[16696, 16697, 16924, 16928, 17153, 17156, 17158, 17159, 17385, 17389, 17390, 17616]"
17388,"[16697, 16699, 16928, 16929, 17156, 17158, 17159, 17160, 17385, 17389, 17390]"
17389,"[16699, 16700, 16928, 16929, 16930, 17156, 17158, 17159, 17160, 17161, 17389, 17390]"
17390,"[16699, 16700, 16701, 16928, 16929, 16930, 16931, 17156, 17158, 17159, 17160, 17161, 17162, 17389, 17390, 17625]"
17391,"[16700, 16701, 16702, 16928, 16929, 16930, 16931, 16932, 17158, 17159, 17160, 17161, 17162, 17163, 17389, 17390, 17625]"
17392,"[16701, 16702, 16703, 16929, 16930, 16931, 16932, 17158, 17159, 17160, 17161, 17162, 17163, 17164, 17389, 17390, 17395, 17625]"
17393,"[16702, 16703, 16930, 16931, 16932, 16934, 17159, 17160, 17161, 17162, 17163, 17164, 17165, 17390, 17395, 17396, 17625]"
17394,"[16703, 16705, 16931, 16932, 16934, 17160, 17161, 17162, 17163, 17164, 17165, 17166, 17395, 17396, 17397, 17625, 17862]"
17395,"[16705, 16932, 16934, 17161, 17162, 17163, 17164, 17165, 17166, 17395, 17396, 17397, 17398, 17625, 17862]"
17396,"[16705, 16934, 17162, 17163, 17164, 17165, 17166, 17168, 17395, 17396, 17397, 17398, 17399, 17625, 17631, 17862]"
17397,"[16934, 17163, 17164, 17165, 17166, 17168, 17395, 17396, 17397, 17398, 17399, 17400, 17631, 17632, 17862]"
17398,"[17164, 17165, 17166, 17168, 17170, 17395, 17396, 17397, 17398, 17399, 17400, 17401, 17631, 17632, 17633, 17862, 17866]"
17399,"[17165, 17166, 17168, 17170, 17171, 17396, 17397, 17398, 17399, 17400, 17401, 17402, 17631, 17632, 17633, 17634, 17866]"
17467,"[16773, 16774, 17002, 17003, 17004, 17006, 17232, 17233, 17234, 17235, 17236, 17238, 17464, 17465, 17466, 17467, 17468, 17469, 17470, 17698, 17699, 17700, 17701, 17702, 17939, 17940, 17941, 18180, 18181]"
17468,"[16774, 16776, 17003, 17004, 17006, 17007, 17233, 17234, 17235, 17236, 17238, 17465, 17466, 17467, 17468, 17469, 17470, 17471, 17699, 17700, 17701, 17702, 17705, 17939, 17940, 17941, 17943, 18181, 18183]"
17469,"[16776, 16777, 17004, 17006, 17007, 17234, 17235, 17236, 17238, 17240, 17466, 17467, 17468, 17469, 17470, 17471, 17472, 17700, 17701, 17702, 17705, 17706, 17940, 17941, 17943, 18183, 18184]"
17470,"[16776, 16777, 17006, 17007, 17009, 17235, 17236, 17238, 17240, 17241, 17467, 17468, 17469, 17470, 17471, 17472, 17473, 17701, 17702, 17705, 17706, 17707, 17941, 17943, 17945, 18183, 18184, 18185]"
17473,"[16779, 16780, 16781, 17009, 17010, 17012, 17238, 17240, 17241, 17243, 17470, 17471, 17472, 17473, 17474, 17475, 17476, 17705, 17706, 17707, 17708, 17710, 17945, 17946, 17947, 17948, 18186, 18187, 18188]"
17474,"[16780, 16781, 16782, 17009, 17010, 17012, 17240, 17241, 17243, 17245, 17471, 17472, 17473, 17474, 17475, 17476, 17705, 17706, 17707, 17708, 17710, 17711, 17945, 17946, 17947, 17948, 17949, 18187, 18188, 18189]"
17475,"[16781, 16782, 16783, 17010, 17012, 17014, 17240, 17241, 17243, 17245, 17246, 17472, 17473, 17474, 17475, 17476, 17478, 17706, 17707, 17708, 17710, 17711, 17712, 17946, 17947, 17948, 17949, 17950, 18188, 18189]"
17481,"[16787, 16788, 16789, 17016, 17017, 17018, 17019, 17020, 17246, 17247, 17248, 17249, 17250, 17251, 17252, 17478, 17479, 17480, 17481, 17482, 17483, 17484, 17712, 17713, 17714, 17715, 17716, 17717, 17718, 17952, 17953, 17954, 17955, 17956, 18194, 18196]"
17484,"[16791, 16792, 17019, 17020, 17021, 17022, 17023, 17249, 17250, 17251, 17252, 17253, 17254, 17255, 17481, 17482, 17483, 17484, 17485, 17486, 17715, 17716, 17717, 17718, 17719, 17720, 17955, 17956, 17958, 17959, 18197, 18198, 18199]"
17485,"[16791, 16792, 16793, 17020, 17021, 17022, 17023, 17024, 17250, 17251, 17252, 17253, 17254, 17255, 17256, 17482, 17483, 17484, 17485, 17486, 17716, 17717, 17718, 17719, 17720, 17956, 17958, 17959, 18198, 18199, 18200]"
17498,"[16804, 16806, 17033, 17034, 17035, 17037, 17263, 17266, 17267, 17268, 17495, 17496, 17497, 17498, 17499, 17500, 17501, 17729, 17730, 17731, 17733, 17734, 17969, 17970, 17972, 17973, 18212, 18213]"
17502,"[17037, 17038, 17039, 17040, 17267, 17268, 17270, 17272, 17273, 17499, 17500, 17501, 17503, 17504, 17733, 17734, 17736, 17737, 17739, 17973, 17974, 17975, 17976, 17977, 18215, 18216]"
17503,"[17038, 17039, 17040, 17268, 17270, 17272, 17273, 17274, 17500, 17501, 17503, 17504, 17506, 17734, 17736, 17737, 17739, 17740, 17974, 17975, 17976, 17977, 17978, 18216]"
17504,"[17039, 17040, 17043, 17270, 17272, 17273, 17274, 17501, 17503, 17504, 17506, 17507, 17736, 17737, 17739, 17740, 17741, 17975, 17976, 17977, 17978, 18219]"
17513,"[17048, 17049, 17278, 17510, 17744, 17745, 17746, 17749, 17984, 17985]"
17514,"[17049, 17745, 17746, 17749, 17985]"
17515,"[17518, 17746, 17749]"
17619,"[17156, 17158, 17385, 17389, 17390, 17616]"
17620,"[16928, 17156, 17158, 17159, 17385, 17389, 17390]"
17621,"[16928, 16929, 17156, 17158, 17159, 17160, 17389, 17390]"
17622,"[16928, 16929, 16930, 17158, 17159, 17160, 17161, 17389, 17390, 17625]"
17623,"[16929, 16930, 16931, 17158, 17159, 17160, 17161, 17162, 17389, 17390, 17625]"
17624,"[16930, 16931, 16932, 17159, 17160, 17161, 17162, 17163, 17389, 17390, 17395, 17625]"
17625,"[16931, 16932, 17160, 17161, 17162, 17163, 17164, 17390, 17395, 17396, 17625, 17862]"
17626,"[16932, 16934, 17161, 17162, 17163, 17164, 17165, 17395, 17396, 17397, 17625, 17862]"
17627,"[16934, 17162, 17163, 17164, 17165, 17166, 17395, 17396, 17397, 17398, 17625, 17862]"
17628,"[16934, 17163, 17164, 17165, 17166, 17395, 17396, 17397, 17398, 17399, 17625, 17631, 17862]"
17629,"[17164, 17165, 17166, 17168, 17395, 17396, 17397, 17398, 17399, 17400, 17631, 17632, 17862, 17866]"
17630,"[17165, 17166, 17168, 17395, 17396, 17397, 17398, 17399, 17400, 17401, 17631, 17632, 17633, 17862, 17866]"
17701,"[17003, 17004, 17233, 17234, 17235, 17236, 17464, 17465, 17466, 17467, 17468, 17469, 17470, 17698, 17699, 17700, 17701, 17702, 17937, 17939, 17940, 17941, 17943, 18179, 18180, 18181, 18183, 18422, 18423, 18424]"
17702,"[17004, 17006, 17234, 17235, 17236, 17238, 17465, 17466, 17467, 17468, 17469, 17470, 17471, 17699, 17700, 17701, 17702, 17705, 17939, 17940, 17941, 17943, 18180, 18181, 18183, 18184, 18423, 18424, 18425]"
17703,"[17006, 17007, 17235, 17236, 17238, 17466, 17467, 17468, 17469, 17470, 17471, 17472, 17700, 17701, 17702, 17705, 17706, 17939, 17940, 17941, 17943, 17945, 18181, 18183, 18184, 18185, 18424, 18425, 18426]"
17704,"[17006, 17007, 17236, 17238, 17240, 17467, 17468, 17469, 17470, 17471, 17472, 17473, 17701, 17702, 17705, 17706, 17707, 17940, 17941, 17943, 17945, 17946, 18183, 18184, 18185, 18186, 18425, 18426, 18427]"
17705,"[17007, 17009, 17238, 17240, 17241, 17468, 17469, 17470, 17471, 17472, 17473, 17474, 17702, 17705, 17706, 17707, 17708, 17941, 17943, 17945, 17946, 17947, 18183, 18184, 18185, 18186, 18187, 18426, 18427, 18428]"
17707,"[17009, 17010, 17240, 17241, 17243, 17470, 17471, 17472, 17473, 17474, 17475, 17476, 17705, 17706, 17707, 17708, 17710, 17943, 17945, 17946, 17947, 17948, 17949, 18185, 18186, 18187, 18188, 18189, 18428, 18429, 18430]"
17708,"[17010, 17012, 17240, 17241, 17243, 17471, 17472, 17473, 17474, 17475, 17476, 17705, 17706, 17707, 17708, 17710, 17711, 17945, 17946, 17947, 17948, 17949, 17950, 18186, 18187, 18188, 18189, 18429, 18430, 18431]"
17709,"[17012, 17241, 17243, 17245, 17472, 17473, 17474, 17475, 17476, 17478, 17706, 17707, 17708, 17710, 17711, 17712, 17945, 17946, 17947, 17948, 17949, 17950, 18187, 18188, 18189, 18430, 18431, 18432]"
17717,"[17019, 17020, 17021, 17249, 17250, 17251, 17252, 17253, 17480, 17481, 17482, 17483, 17484, 17485, 17486, 17714, 17715, 17716, 17717, 17718, 17719, 17720, 17953, 17954, 17955, 17956, 17958, 17959, 18196, 18197, 18198, 18199, 18438, 18439, 18440]"
17718,"[17020, 17021, 17022, 17250, 17251, 17252, 17253, 17254, 17481, 17482, 17483, 17484, 17485, 17486, 17715, 17716, 17717, 17718, 17719, 17720, 17954, 17955, 17956, 17958, 17959, 18196, 18197, 18198, 18199, 18200, 18439, 18440, 18441]"
17734,"[17037, 17038, 17266, 17267, 17268, 17270, 17497, 17498, 17499, 17500, 17501, 17503, 17731, 17733, 17734, 17736, 17737, 17970, 17972, 17973, 17974, 17975, 17976, 18212, 18213, 18214, 18215, 18216, 18455, 18456, 18457]"
17735,"[17037, 17038, 17039, 17267, 17268, 17270, 17498, 17499, 17500, 17501, 17503, 17504, 17733, 17734, 17736, 17737, 17972, 17973, 17974, 17975, 17976, 17977, 18213, 18214, 18215, 18216, 18456, 18457]"
17736,"[17038, 17039, 17040, 17268, 17270, 17272, 17499, 17500, 17501, 17503, 17504, 17733, 17734, 17736, 17737, 17739, 17972, 17973, 17974, 17975, 17976, 17977, 17978, 18214, 18215, 18216, 18457, 18459]"
17738,"[17040, 17270, 17272, 17273, 17274, 17501, 17503, 17504, 17506, 17507, 17736, 17737, 17739, 17740, 17741, 17974, 17975, 17976, 17977, 17978, 17980, 18216, 18219, 18459]"
17747,"[17049, 17510, 17744, 17745, 17746, 17749, 17983, 17984, 17985, 18225]"
17748,"[17745, 17746, 17749, 17984, 17985, 18471]"
17749,"[17518, 17746, 17749, 17985, 18471]"
17828,"[17131, 17132, 17362, 17363, 17592, 17593, 17594, 17825, 17827, 17828, 17830, 18064, 18065, 18066, 18068, 18069, 18306, 18307, 18308, 18309, 18310, 18549]"
17829,"[17131, 17132, 17362, 17363, 17592, 17593, 17594, 17598, 17827, 17828, 17830, 17832, 18065, 18066, 18068, 18069, 18307, 18308, 18309, 18310]"
17830,"[17132, 17362, 17363, 17593, 17594, 17598, 17599, 17827, 17828, 17830, 17832, 18066, 18068, 18069, 18308, 18309, 18310, 18553]"
17852,"[17156, 17385, 17616]"
17853,"[17156, 17385, 17389, 17616]"
17854,"[17156, 17158, 17389, 17390]"
17855,"[17158, 17159, 17389, 17390]"
17856,"[17158, 17159, 17160, 17389, 17390, 17625]"
17860,"[17162, 17163, 17164, 17395, 17396, 17625, 17862]"
17861,"[17163, 17164, 17165, 17395, 17396, 17397, 17625, 17862]"
17862,"[17164, 17165, 17166, 17395, 17396, 17397, 17398, 17625, 17631, 17862]"
17863,"[17165, 17166, 17395, 17396, 17397, 17398, 17399, 17631, 17632, 17862, 17866]"
17864,"[17166, 17168, 17396, 17397, 17398, 17399, 17400, 17631, 17632, 17633, 17862, 17866]"
17939,"[17233, 17234, 17235, 17464, 17465, 17466, 17467, 17468, 17697, 17698, 17699, 17700, 17701, 17702, 17936, 17937, 17939, 17940, 17941, 18177, 18179, 18180, 18181, 18183, 18420, 18421, 18422, 18423, 18424, 18666, 18667, 18668]"
17940,"[17234, 17235, 17236, 17465, 17466, 17467, 17468, 17469, 17698, 17699, 17700, 17701, 17702, 17937, 17939, 17940, 17941, 17943, 18179, 18180, 18181, 18183, 18184, 18421, 18422, 18423, 18424, 18425, 18667, 18668, 18669]"
17941,"[17235, 17236, 17466, 17467, 17468, 17469, 17470, 17699, 17700, 17701, 17702, 17705, 17939, 17940, 17941, 17943, 18179, 18180, 18181, 18183, 18184, 18185, 18422, 18423, 18424, 18425, 18426, 18668, 18669, 18670]"
17942,"[17236, 17238, 17467, 17468, 17469, 17470, 17471, 17700, 17701, 17702, 17705, 17706, 17939, 17940, 17941, 17943, 17945, 18180, 18181, 18183, 18184, 18185, 18186, 18423, 18424, 18425, 18426, 18427, 18669, 18670, 18671]"
17943,"[17238, 17468, 17469, 17470, 17471, 17472, 17701, 17702, 17705, 17706, 17707, 17940, 17941, 17943, 17945, 17946, 18181, 18183, 18184, 18185, 18186, 18187, 18424, 18425, 18426, 18427, 18428, 18670, 18671, 18672]"
17944,"[17238, 17240, 17469, 17470, 17471, 17472, 17473, 17702, 17705, 17706, 17707, 17708, 17941, 17943, 17945, 17946, 17947, 18183, 18184, 18185, 18186, 18187, 18188, 18425, 18426, 18427, 18428, 18429, 18671, 18672, 18673]"
17945,"[17240, 17241, 17470, 17471, 17472, 17473, 17474, 17705, 17706, 17707, 17708, 17943, 17945, 17946, 17947, 17948, 18183, 18184, 18185, 18186, 18187, 18188, 18189, 18426, 18427, 18428, 18429, 18430, 18672, 18673, 18674]"
17946,"[17240, 17241, 17471, 17472, 17473, 17474, 17475, 17705, 17706, 17707, 17708, 17710, 17943, 17945, 17946, 17947, 17948, 17949, 18184, 18185, 18186, 18187, 18188, 18189, 18427, 18428, 18429, 18430, 18431, 18673, 18674, 18675]"
17947,"[17241, 17243, 17472, 17473, 17474, 17475, 17476, 17705, 17706, 17707, 17708, 17710, 17711, 17945, 17946, 17947, 17948, 17949, 17950, 18185, 18186, 18187, 18188, 18189, 18428, 18429, 18430, 18431, 18432, 18674, 18675, 18676]"
17948,"[17243, 17473, 17474, 17475, 17476, 17706, 17707, 17708, 17710, 17711, 17712, 17945, 17946, 17947, 17948, 17949, 17950, 18186, 18187, 18188, 18189, 18192, 18429, 18430, 18431, 18432, 18433, 18675, 18676, 18677]"
17953,"[17247, 17248, 17249, 17478, 17479, 17480, 17481, 17482, 17711, 17712, 17713, 17714, 17715, 17716, 17717, 17950, 17952, 17953, 17954, 17955, 17956, 18192, 18193, 18194, 18196, 18197, 18434, 18435, 18436, 18437, 18438, 18680, 18681]"
17955,"[17249, 17250, 17251, 17480, 17481, 17482, 17483, 17484, 17713, 17714, 17715, 17716, 17717, 17718, 17719, 17952, 17953, 17954, 17955, 17956, 17958, 18193, 18194, 18196, 18197, 18198, 18199, 18436, 18437, 18438, 18439, 18440, 18683, 18684]"
17956,"[17250, 17251, 17252, 17481, 17482, 17483, 17484, 17485, 17714, 17715, 17716, 17717, 17718, 17719, 17720, 17953, 17954, 17955, 17956, 17958, 17959, 18194, 18196, 18197, 18198, 18199, 18200, 18437, 18438, 18439, 18440, 18441, 18683, 18684, 18685]"
17957,"[17251, 17252, 17253, 17482, 17483, 17484, 17485, 17486, 17715, 17716, 17717, 17718, 17719, 17720, 17954, 17955, 17956, 17958, 17959, 18196, 18197, 18198, 18199, 18200, 18438, 18439, 18440, 18441, 18442, 18684, 18685, 18686]"
17974,"[17268, 17270, 17499, 17500, 17501, 17503, 17733, 17734, 17736, 17737, 17972, 17973, 17974, 17975, 17976, 17977, 18212, 18213, 18214, 18215, 18216, 18455, 18456, 18457, 18459, 18701]"
17975,"[17270, 17500, 17501, 17503, 17504, 17733, 17734, 17736, 17737, 17739, 17972, 17973, 17974, 17975, 17976, 17977, 17978, 18213, 18214, 18215, 18216, 18219, 18456, 18457, 18459]"
17976,"[17270, 17272, 17501, 17503, 17504, 17734, 17736, 17737, 17739, 17740, 17973, 17974, 17975, 17976, 17977, 17978, 18214, 18215, 18216, 18219, 18457, 18459, 18705]"
17977,"[17272, 17273, 17503, 17504, 17506, 17736, 17737, 17739, 17740, 17741, 17974, 17975, 17976, 17977, 17978, 17980, 18215, 18216, 18219, 18459, 18705, 18706]"
17986,"[17744, 17745, 17746, 17749, 17983, 17984, 17985, 18225, 18467, 18471]"
17987,"[17745, 17746, 17749, 17984, 17985, 18225, 18471]"
17988,"[17746, 17749, 17985, 18471, 18717]"
18058,"[17352, 17353, 17354, 17583, 17584, 17585, 17586, 17587, 17817, 17819, 18058, 18059, 18060, 18299, 18301, 18302, 18786]"
18062,"[17357, 17587, 17588, 17589, 17823, 17825, 18059, 18060, 18062, 18063, 18064, 18065, 18301, 18302, 18303, 18304, 18305, 18306, 18545, 18546, 18547, 18790]"
18063,"[17357, 17588, 17589, 17592, 17823, 17825, 17827, 18060, 18062, 18063, 18064, 18065, 18066, 18301, 18302, 18303, 18304, 18305, 18306, 18307, 18545, 18546, 18547, 18548, 18790]"
18064,"[17589, 17592, 17593, 17823, 17825, 17827, 17828, 18062, 18063, 18064, 18065, 18066, 18302, 18303, 18304, 18305, 18306, 18307, 18308, 18545, 18546, 18547, 18548, 18549]"
