순번,설치위치 주소,위도(X),경도(Y),추가 센서 #1,추가 센서 #2,추가 센서 #3,추가 센서 #4,추가 센서 #5
328,서울특별시 강북구 수유동 279-306,37.64791875,127.0124561,1,0,0,0,0
329,서울특별시 강남구 신사동 658-2,37.52634275,127.0374614,1,0,0,0,0
330,서울특별시 강서구 화곡동 355-48,37.53059931,126.8405692,1,0,0,0,0
331,서울특별시 강서구 공항동 60-10,37.55938828,126.8098556,1,0,0,0,0
332,서울특별시 강남구 개포동 186-19,37.48858687,127.0679878,1,0,0,0,0
333,서울특별시 구로구 오류동 38-29,37.49689198,126.8437271,1,0,0,0,0
334,서울특별시 강서구 등촌동 659,37.55785223,126.849018,1,0,0,0,0
335,서울특별시 강서구 화곡동 1089-17,37.54481973,126.8358435,1,0,0,0,0
336,서울특별시 영등포구 문래동3가 55-20,37.51493903,126.8969879,1,0,0,0,0
337,서울특별시 영등포구 대림동 904-2,37.4965129,126.906686,1,0,0,0,0
338,서울특별시 영등포구 당산동1가 32,37.52173841,126.8966833,1,0,0,0,0
339,서울특별시 영등포구 당산동3가 566,37.52413002,126.8986049,1,0,0,0,0
340,서울특별시 중랑구 면목동 산 1-4,37.5740326,127.0893262,1,0,0,0,0
341,서울특별시 강서구 화곡동 943-7,37.53400973,126.8610668,1,0,0,0,0
342,서울특별시 영등포구 양평동1가 251-1,37.52416526,126.8870815,1,0,0,0,0
343,서울특별시 강남구 청담동 139-15,37.52778814,127.0467992,1,0,0,0,0
344,서울특별시 영등포구 신길동 1200,37.50618001,126.9214383,1,0,0,0,0
345,서울특별시 강남구 대치동 905,37.50227825,127.0539647,1,0,0,0,1
346,서울특별시 강남구 신사동 667-6,37.52105313,127.0194561,1,0,0,0,0
347,서울특별시 강서구 화곡동 46-156,37.54386703,126.8476199,1,0,0,0,0
348,서울특별시 강서구 등촌동 산 89-3,37.53803771,126.8628336,1,0,0,0,0
349,서울특별시 강서구 화곡동 947-4,37.52757708,126.843082,1,0,0,0,0
350,서울특별시 강서구 화곡동 851-20,37.53237894,126.8553371,1,0,0,0,0
351,서울특별시 노원구 중계동 87-1,37.64774288,127.0811226,1,0,0,0,0
352,서울특별시 영등포구 영등포동 646-18,37.51419781,126.909457,1,0,0,0,0
353,서울특별시 영등포구 도림동 222-9,37.50965994,126.8961724,1,0,0,0,0
354,서울특별시 영등포구 신길동 223-66,37.50914671,126.9109582,1,0,0,0,0
355,서울특별시 강서구 화곡동 1117,37.55295757,126.85136,1,0,0,0,0
356,서울특별시 영등포구 신길동 341-1,37.50213873,126.9051679,1,0,0,0,0
357,서울특별시 강서구 화곡동 산 41-7,37.54175046,126.8515917,1,0,0,0,0
358,서울특별시 동작구 동작동 102-17,37.49653097,126.9824168,1,0,0,0,0
359,서울시 중랑구 면목동 175-64,37.58540801,127.0790205,1,0,0,0,0
360,서울특별시 강남구 청담동 77-43,37.52224273,127.0534516,1,0,0,0,0
361,서울특별시 강서구 화곡동 391-52,37.5311064,126.8499429,1,0,0,0,0
362,서울특별시 동작구 사당동 1092,37.48280186,126.9795311,1,0,0,0,0
363,서울특별시 중랑구 면목동 627-1,37.57867312,127.0863244,1,0,0,0,0
364,서울특별시 영등포구 신길동 89-152,37.50989238,126.9205341,1,0,0,0,0
365,서울특별시 영등포구 신길동 268-35,37.50705874,126.9070917,1,0,0,0,0
366,서울특별시 영등포구 신길동 2798,37.50001275,126.9108075,1,0,0,0,0
367,서울특별시 영등포구 영등포동2가 222-1,37.52030939,126.9104414,1,0,0,0,0
368,서울특별시 광진구 중곡동 695,37.56850197,127.0801045,1,0,0,0,0
369,서울특별시 서초구 서초동 1451-34,37.4832649,127.0130872,1,0,0,0,0
370,서울특별시 광진구 중곡동 665,37.56011938,127.0795379,1,0,0,0,0
371,서울특별시 도봉구 방학동 606-5,37.66932206,127.0323156,1,0,0,0,0
372,서울특별시 광진구 화양동 111-140,37.54669635,127.0720365,1,0,0,0,0
373,서울특별시 도봉구 쌍문동 29-3,37.65946582,127.0379952,1,0,0,0,0
374,서울특별시 성북구 하월곡동 81-15,37.609442,127.0341014,1,0,0,0,0
375,서울특별시 강북구 미아동 1353,37.61707714,127.0152725,1,0,0,0,0
376,서울특별시 은평구 불광동 281-113,37.61059826,126.9313528,1,0,0,0,0
377,서울특별시 광진구 중곡동 452-1,37.55902487,127.0901207,1,0,0,0,0
378,서울특별시 노원구 중계동 129-6,37.66088375,127.0788592,1,0,0,0,0
379,서울특별시 노원구 공릉동 420-13,37.6269977,127.0791231,1,0,0,0,0
380,서울특별시 노원구 상계동 748,37.65197881,127.0640439,1,0,0,0,0
381,서울특별시 영등포구 여의대방로 300,37.51352713,126.9259171,1,0,0,0,0
382,서울특별시 중랑구 묵동 239-119,37.60984943,127.076301,1,0,0,0,0
383,서울특별시 영등포구 문래동1가 39-1,37.51165157,126.8957295,1,0,0,0,0
384,서울특별시 금천구 시흥동 267-9,37.44953803,126.9147027,1,0,0,0,0
385,서울특별시 영등포구 영등포동3가 4-7,37.51891213,126.9077054,1,0,0,0,0
386,서울특별시 영등포구 영등포동3가 1-7,37.51828647,126.9105648,1,0,0,0,0
387,서울특별시 영등포구 문래동3가 77-2,37.51804607,126.893018,1,0,0,0,0
388,서울특별시 강남구 역삼동 738,37.498641,127.0363378,1,0,0,0,0
389,서울특별시 중랑구 면목동 483-23,37.58597736,127.0883832,1,0,0,0,0
390,서울특별시 노원구 월계동 47-33,37.61544877,127.0646091,1,0,0,0,0
391,서울특별시 중랑구 상봉동 130-4,37.59267959,127.0747779,1,0,0,0,0
392,서울특별시 종로구 삼청동 105-1,37.58503293,126.9818759,1,0,0,0,0
393,서울특별시 중랑구 묵동 121-320,37.61355404,127.0814964,1,0,0,0,0
394,서울특별시 노원구 상계동 389-635,37.65816471,127.0684542,1,0,0,0,0
395,서울특별시 중랑구 묵동 392-2,37.61254656,127.0734148,1,0,0,0,0
396,서울특별시 강남구 도곡동 893-9,37.4881537,127.0394136,1,0,0,0,0
397,서울특별시 중랑구 신내동 801,37.60508772,127.0997189,1,0,0,0,0
398,서울특별시 노원구 상계동 689-1,37.66475398,127.0633657,1,0,0,0,0
399,서울특별시 강남구 대치동 1027,37.49344719,127.0569613,1,0,0,0,0
400,서울특별시 중랑구 상봉동 206-27,37.59998915,127.0870729,1,0,0,0,0
401,서울특별시 도봉구 덕릉로 62길 60,37.63944037,127.0425843,1,0,0,0,0
402,서울특별시 중랑구 상봉동 120-52,37.59335302,127.0809757,1,0,0,0,0
403,서울특별시 영등포구 양평동3가 91,37.53272746,126.8933322,1,0,0,0,0
404,서울특별시 노원구 상계동 1054-4,37.6737242,127.0505972,1,0,0,0,0
405,서울특별시 강남구 대치동 27-14,37.49937086,127.0727253,1,0,0,0,0
406,서울특별시 금천구 독산도서관,37.46756391,126.9081023,1,0,0,0,0
407,서울시 중랑구 망우동 357-29,37.60115106,127.1007979,1,0,0,0,0
408,서울특별시 서초구 방배동 988-1,37.48095824,127.0003298,1,0,0,0,0
409,서울시 중랑구 면목동 142-35,37.589051,127.0808924,1,0,0,0,0
410,서울특별시 영등포구 양평동2가 12-1,37.52266609,126.8829153,1,0,0,0,0
411,서울특별시 중랑구 면목동 700,37.57581922,127.0861478,1,0,0,0,0
412,서울특별시 강북구 우이동 80,37.65390832,127.0112019,1,0,0,0,0
413,서울시 중랑구 신내동 663-2,37.60595357,127.094129,1,0,0,0,0
414,서울특별시 중랑구 면목동 593-2,37.59335302,127.0809757,1,0,0,0,0
415,서울특별시 영등포구 양평동6가 98-1,37.54368812,126.8877377,1,0,0,0,0
416,서울특별시 노원구 중계동 504-2,37.6395639,127.0605673,1,0,0,0,1
417,서울특별시 성동구 하왕십리동 990-1,37.562998,127.0284354,1,0,0,0,0
418,서울특별시 양천구 목동 813,37.5339278,126.8637928,1,0,0,0,0
419,서울특별시 관악구 신림동 251-241,37.46485258,126.9398992,1,0,0,0,0
420,서울특별시 성동구 성수동1가 13-219,37.54980884,127.0497702,1,0,0,0,0
421,서울특별시 관악구 봉천동 872-23,37.48342803,126.9494608,1,0,0,0,1
422,서울특별시 성동구 용답동 239-3,37.56087438,127.0627473,1,0,0,0,0
423,서울특별시 도봉구 도봉동 637-90,37.67118144,127.0451551,1,0,0,0,0
424,서울특별시 도봉구 덕릉로53길 54,37.6395677,127.0350186,1,0,0,0,0
425,서울특별시 노원구 공릉동 499-1,37.62510077,127.0734884,1,0,0,0,0
426,서울특별시 노원구 중계동 366,37.65264925,127.0782396,1,0,0,0,0
427,서울특별시 서초구 반포동 2-12,37.50661107,126.9924396,1,0,0,0,0
428,서울특별시 관악구 신림동 1513-7,37.47174062,126.9331557,1,1,0,0,0
429,서울특별시 성동구 성수동1가 8-5,37.54728698,127.0467402,1,0,0,0,0
430,서울특별시 강동구 강일동 693,37.56477838,127.1780401,1,0,0,0,0
431,서울특별시 관악구 봉천동 1693-56,37.47883954,126.9612446,1,0,0,0,0
432,서울특별시 강남구 논현동 107-44,37.51751212,127.0371336,1,0,0,0,0
433,서울특별시 서초구 반포동 21,37.50540849,127.0135006,1,0,0,0,0
434,서울특별시 노원구 상계동 1254-1,37.68242403,127.0526781,1,0,0,0,0
435,서울특별시 성북구 안암동3가 132-15,37.58553822,127.0235089,1,0,0,0,0
436,서울시 중랑구 망우동 534-32,37.59114395,127.0942268,1,0,0,0,0
437,서울특별시 동작구 노량진동 84-102,37.5124009,126.9425468,1,0,0,0,0
438,서울특별시 광진구 중곡동 265-8,37.56197559,127.0850326,1,0,0,0,0
439,서울특별시 노원구 상계동 666-3,37.66109165,127.0590435,1,0,0,0,0
440,서울특별시 서초구 잠원동 71-22,37.5124908,127.0058762,1,0,0,0,0
441,서울특별시 성북구 보문동7가 104-1,37.58060195,127.0230302,1,0,0,0,0
442,서울특별시 성북구 삼선동4가 300-1,37.58968413,127.0129202,1,0,0,0,0
443,서울특별시 마포구 망원동 386-15,37.55472248,126.9103629,1,0,0,0,0
444,서울특별시 성동구 하왕십리동 1052-1,37.56216619,127.0266823,1,0,0,0,0
445,서울특별시 양천구 신월동 197-35,37.53139333,126.8300752,1,0,0,0,0
446,서울특별시 마포구 현석동 106-28,37.54395677,126.9341213,1,0,0,0,0
447,서울특별시 동작구 사당동 1134,37.48749956,126.9682384,1,0,0,0,0
448,서울특별시 노원구 월계동 429-32,37.62054243,127.0624632,1,0,0,0,0
449,서울특별시 노원구 월계동 3-3,37.62131475,127.0695087,1,0,0,0,0
450,서울특별시 동작구 사당동 72-11,37.49084809,126.9819441,1,0,0,0,0
451,서울특별시 강남구 개포동 1221-3,37.47640069,127.0484893,1,0,0,0,0
452,서울특별시 광진구 구의동 113,37.54816059,127.0896827,1,0,0,0,0
453,서울특별시 동작구 대방동 501,37.50871275,126.9251675,1,0,0,0,0
454,서울특별시 동작구 대방동 341-1,37.51196987,126.9263022,1,0,0,0,0
455,서울특별시 동작구 사당동 산 10-5,37.49295621,126.9757603,1,0,0,0,0
456,서울특별시 노원구 상계동 산 62-7,37.67452443,127.0615699,1,0,0,0,0
457,서울특별시 노원구 공릉동 87-4,37.62112754,127.083296,1,0,0,0,0
458,서울특별시 강북구 수유동 605-207,37.64378512,127.0194517,1,0,0,0,0
459,서울특별시 동작구 사당동 91-11,37.48911821,126.9805704,1,0,0,0,0
460,서울특별시 중구 순화동 207-6,37.5595092,126.9718932,1,0,0,0,0
461,서울특별시 도봉구 도봉동 39-3,37.68923181,127.0467349,1,0,0,0,0
462,서울특별시 동작구 상도1동 486,37.50407253,126.9518255,1,0,0,0,0
463,서울특별시 광진구 능동 156-2,37.55314962,127.0805438,1,0,0,0,0
464,서울특별시 강동구 천호동 357-29,37.54244851,127.1257054,1,0,0,0,0
465,서울특별시 중랑구 면목동 53-8,37.58537699,127.0954532,1,0,0,0,0
466,서울특별시 서초구 방배동 775-2,37.49412567,126.9868537,1,0,0,0,0
467,서울특별시 강남구 역삼동 782-9,37.49373877,127.0423742,1,0,0,0,0
468,서울특별시 서초구 방배동 462-13,37.47984859,126.9854018,1,0,0,0,0
469,서울특별시 중랑구 중화동 54-4,37.60067531,127.0819374,1,0,0,0,0
470,서울특별시 양천구 신정동 957-16,37.52282125,126.8584353,1,0,0,0,0
471,서울특별시 강남구 수서동 745-4,37.48553586,127.0874273,1,0,0,0,0
472,서울특별시 강북구 미아동 679-12,37.61856124,127.0228038,1,0,0,0,0
473,서울특별시 강남구 개포동 660-1,37.48391615,127.0575965,1,0,0,0,0
474,서울특별시 동작구 상도동 178-6,37.50479368,126.9407833,1,0,0,0,0
475,서울특별시 은평구 녹번동 76-40,37.60263144,126.930629,1,0,0,0,0
476,서울특별시 동작구 노량진동 302-45,37.50809775,126.9375878,1,0,0,0,0
477,서울특별시 동작구 상도동 188-42,37.50119264,126.9369607,1,0,0,0,0
478,서울특별시 도봉구 쌍문동 419-6,37.64976759,127.0198914,1,0,0,0,0
479,서울특별시 강동구 명일동 332,37.54946832,127.1463394,1,0,0,0,0
480,서울특별시 성북구 종암동 3-89,37.59917241,127.0360274,1,0,0,0,0
481,서울특별시 도봉구 창동 347,37.64925173,127.0461124,1,0,0,0,0
482,서울특별시 도봉구 쌍문동 137-114,37.65153612,127.0306318,1,0,0,0,0
483,서울특별시 도봉구 도봉동 287-15,37.68923847,127.0418795,1,0,0,0,0
484,서울특별시 은평구 대조동 207-9,37.61408672,126.919837,1,0,0,0,0
485,서울특별시 광진구 구의동 237-10,37.54225653,127.0851136,1,0,0,0,0
486,서울특별시 성북구 돈암동 2-81,37.6033482,127.0293756,1,0,0,0,0
487,서울특별시 도봉구 도봉동 638-9,37.68050607,127.0445926,1,0,0,0,0
488,서울특별시 강북구 미아동 791-985,37.62778821,127.0193507,1,0,0,0,0
489,서울특별시 도봉구 쌍문동 143-52,37.65050658,127.0334227,1,0,0,0,0
490,서울특별시 은평구 신사동 4-16,37.59765044,126.9120209,1,0,0,0,0
491,서울특별시 은평구 불광동 73-11,37.6260814,126.9277105,1,0,0,0,0
492,서울특별시 도봉구 방학동 685-69,37.66563906,127.0400687,1,0,0,0,0
493,서울특별시 성북구 하월곡동 73-96,37.60774203,127.0413403,1,0,0,0,0
494,서울특별시 은평구 구산동 152-3,37.61179964,126.909853,1,0,0,0,0
495,서울특별시 은평구 응암동 116-29,37.59890825,126.9203089,1,0,0,0,0
496,서울특별시 도봉구 방학동 565-12,37.66090623,127.0234002,1,0,0,0,0
497,서울특별시 은평구 갈현동 389-9,37.62346645,126.9169061,1,0,0,0,0
498,서울특별시 강북구 미아동 229-22,37.6255552,127.027215,1,0,0,0,0
499,서울특별시 은평구 역촌동 62-28,37.60413569,126.9147653,1,0,0,0,0
500,서울특별시 도봉구 쌍문동 315-361,37.64807136,127.0290801,1,0,0,0,0
501,서울특별시 은평구 갈현동 451-15,37.6187081,126.9165915,1,0,0,0,0
502,서울특별시 성북구 길음동 918-8,37.60580033,127.0255563,1,0,0,0,0
503,서울특별시 도봉구 창동 660-7,37.64917094,127.0352845,1,0,0,0,0
504,서울특별시 강서구 화곡동 361-1,37.53438349,126.8379965,1,0,0,0,0
505,서울특별시 은평구 증산동 231,37.58442752,126.9052244,1,0,0,0,0
506,서울특별시 서초구 우면동 476-13,37.46022502,127.0172225,1,0,0,0,0
507,서울특별시 강동구 천호동 555-4,37.53976817,127.129658,1,0,0,0,0
508,서울특별시 강동구 고덕동 313-1,37.55481129,127.1501862,1,0,0,0,0
509,서울특별시 성북구 성북동1가 120-1,37.59105394,127.0030069,1,0,0,0,0
510,서울특별시 강동구 상일동 123,37.55362615,127.168193,1,0,0,0,0
511,서울특별시 강동구 명일동 59,37.54651241,127.1525938,1,0,0,0,0
512,서울특별시 강동구 성내동 150-9,37.5347172,127.1299797,1,0,0,0,0
513,서울특별시 강동구 고덕동 235,37.56074258,127.1642891,1,0,0,0,0
514,서울특별시 동작구 흑석동 264-27,37.50454947,126.9674184,1,0,0,0,0
515,서울특별시 동작구 흑석동 86-201,37.50376595,126.9609584,1,0,0,0,0
516,서울특별시 은평구 진관동 68-37,37.63898356,126.9188614,1,0,0,0,0
517,서울특별시 강동구 명일동 260-1,37.54651703,127.14731,1,0,0,0,0
518,서울특별시 강동구 고덕동 691-4,37.5568473,127.151357,1,0,0,0,0
519,서울특별시 성북구 돈암동 산 85-119,37.59797947,127.0107858,1,0,0,0,0
520,서울특별시 성북구 길음동 1276,37.60337797,127.0241721,1,0,0,0,0
521,서울특별시 서대문구 홍은동 277-47,37.58137532,126.9343273,1,0,0,0,0
522,서울특별시 양천구 신정동 323-1,37.5166462,126.8628645,1,0,0,0,0
523,서울특별시 성동구 금호동2가 223-1,37.55439478,127.0200998,1,0,0,0,0
524,서울특별시 금천구 독산동 980-44,37.47432254,126.9024197,1,0,0,0,0
525,서울특별시 은평구 불광동 219-1,37.61961313,126.9321312,1,0,0,0,0
526,서울특별시 광진구 광장동 248-23,37.54667759,127.1034537,1,0,0,0,0
527,서울특별시 강동구 암사동 508,37.55406687,127.1278126,1,0,0,0,0
528,서울특별시 은평구 응암동 604-5,37.58993857,126.9172919,1,0,0,0,0
529,서울특별시 금천구 독산동 1080-4,37.46431817,126.8972355,1,0,0,0,0
530,서울특별시 동작구 신대방동 395-73,37.49171276,126.9248262,1,0,0,0,0
531,서울특별시 강동구 천호동 221-24,37.54530451,127.136675,1,0,0,0,0
532,서울특별시 은평구 응암동 227-106,37.59483691,126.9245487,1,0,0,0,0
533,서울특별시 강북구 수유동 472-564,37.63115555,127.016796,1,0,0,0,0
534,서울특별시 성북구 장위동 283-16,37.61420241,127.0436659,1,0,0,0,0
535,서울특별시 서초구 양재동 310-6,37.47160463,127.0409436,1,0,0,0,0
536,서울특별시 성북구 정릉동 16-7,37.60160929,127.016721,1,0,0,0,1
537,서울특별시 동작구 사당동 278-31,37.48206626,126.969679,1,0,0,0,0
538,서울특별시 광진구 자양동 831-1,37.53328566,127.0656475,1,0,0,0,0
539,서울특별시 동작구 사당동 산 24-17,37.48591285,126.975187,1,0,0,0,0
540,서울특별시 서대문구 북가좌동 408,37.57780973,126.9052856,1,0,0,0,0
541,서울특별시 강북구 미아동 87-115,37.61589809,127.0341603,1,0,0,0,0
542,서울특별시 광진구 화양동 4-20,37.54005404,127.0709793,1,0,0,0,0
543,서울특별시 성북구 정릉동 435,37.6040284,127.009922,1,0,0,0,0
544,서울특별시 동작구 신대방동 378-10,37.49774248,126.9238296,1,0,0,0,0
545,서울특별시 도봉구 창동 135-84,37.65472878,127.047743,1,0,0,0,0
546,서울특별시 광진구 자양동 668,37.5286168,127.0851212,1,0,0,0,0
547,서울특별시 광진구 구의동 217-16,37.53828664,127.0923968,1,0,0,0,0
548,서울특별시 광진구 자양동 520-2,37.53348826,127.0730061,1,0,0,0,0
549,서울특별시 강북구 번동 253,37.63213319,127.0380993,1,0,0,0,0
550,서울특별시 양천구 신월동 275,37.5389107,126.829309,1,0,0,0,0
551,서울특별시 서초구 서초동 1506-39,37.48874836,127.0067934,1,0,0,0,0
552,서울특별시 동작구 사당동 산 32-92,37.48773341,126.9646505,1,0,0,0,0
553,서울특별시 서초구 양재동 203,37.46737119,127.0347894,1,0,0,0,0
554,서울특별시 서초구 서초동 1740-10,37.49139149,127.0127403,1,0,0,0,0
555,서울특별시 서초구 서초동 1628-66,37.48927413,127.0178868,1,0,0,0,0
556,서울특별시 성북구 정릉동 290-8,37.61320381,127.0074603,1,0,0,0,0
557,서울특별시 서초구 서초동 1380,37.49130895,127.0268046,1,0,0,0,1
558,서울특별시 광진구 자양동 630,37.53430907,127.0819856,1,0,0,0,0
559,서울특별시 도봉구 창동 17,37.65320724,127.0523294,1,0,0,0,0
560,서울특별시 금천구 독산동 330-40,37.46857802,126.8925761,1,0,0,0,0
561,서울특별시 성북구 정릉동 692-22,37.60939292,127.004355,1,0,0,0,0
562,서울특별시 금천구 독산동 1150,37.45844386,126.8950891,1,0,0,0,0
563,서울특별시 강동구 암사동 138,37.55738865,127.1300576,1,0,0,0,0
564,서울특별시 강북구 수유동 142,37.63809491,127.0237698,1,0,0,0,0
565,서울특별시 강동구 둔촌동 61-17,37.53321895,127.1417954,1,0,0,0,0
566,서울특별시 광진구 구의동 607,37.53387824,127.091521,1,0,0,0,0
567,서울특별시 서대문구 홍은동 11-314,37.6002927,126.945827,1,0,0,0,0
568,서울특별시 양천구 신월동 883,37.5246553,126.8444487,1,0,0,0,0
569,서울특별시 강북구 번동 241,37.62596558,127.0461778,1,0,0,0,0
570,서울특별시 성북구 하월곡동 219,37.60394387,127.0357469,1,0,0,0,0
571,서울특별시 광진구 구의동 617-45,37.54776822,127.0863736,1,0,0,0,0
572,서울특별시 강동구 성내동 450-25,37.52595923,127.1324933,1,0,0,0,0
573,서울특별시 성북구 길음동 1280-5,37.60987793,127.0175342,1,0,0,0,0
574,서울특별시 성북구 돈암동 632-9,37.59570201,127.0241817,1,0,0,0,0
575,서울특별시 동작구 상도동 315-37,37.49921389,126.9312596,1,0,0,0,0
576,서울특별시 강동구 강일동 693,37.5630601,127.1784268,1,0,0,0,0
577,서울특별시 서대문구 대신동 125-26,37.56757695,126.9464658,1,0,0,0,0
578,서울특별시 서초구 방배동 504-1,37.47660064,126.9826391,1,0,0,0,0
579,서울특별시 양천구 신정동 325-6,37.5101986,126.8589874,1,0,0,0,0
580,서울특별시 관악구 신림동 1468-1,37.486421,126.9330533,1,0,0,0,0
581,서울특별시 마포구 성산동 165-34,37.56802912,126.9073195,1,0,0,0,0
582,서울특별시 서초구 서초동 1685-9,37.49974349,127.0168013,1,0,0,0,0
583,서울특별시 금천구 가산동 152-28,37.47580636,126.8929078,1,0,0,0,0
584,서울특별시 강북구 수유동 553-61,37.64201094,127.0110328,1,0,0,0,0
585,서울특별시 강동구 성내동 40-21,37.5358158,127.1246859,1,0,0,0,0
586,서울특별시 강북구 번동 454-116,37.63638945,127.0339636,1,0,0,0,0
587,서울특별시 동작구 신대방동 701-7,37.48657654,126.9100534,1,0,0,0,0
588,서울특별시 서초구 서초동 1740-19,37.49145971,127.0101664,1,0,0,0,0
589,서울특별시 강동구 둔촌동 29-16,37.53219906,127.1480905,1,0,0,0,0
590,서울특별시 은평구 수색동 411-9,37.58351322,126.8942569,1,0,0,0,0
591,서울특별시 중구 회현동1가 204-1,37.56057566,126.9796444,1,0,0,0,0
592,서울특별시 강동구 암사동 413-2,37.55459762,127.1398279,1,0,0,0,0
593,서울특별시 중구 순화동 5-2,37.56239638,126.9705198,1,0,0,0,0
594,서울특별시 마포구 성산동 630-3,37.55989095,126.9174751,1,0,0,0,0
595,서울특별시 관악구 신림동 1602-3,37.48169168,126.927561,1,0,0,0,0
596,서울특별시 성동구 행당동 134-9,37.55837233,127.0376945,1,0,0,0,0
597,서울특별시 마포구 망원동 416-7,37.55753805,126.9029616,1,0,0,0,0
598,서울특별시 양천구 신정동 89-82,37.52068417,126.8738043,1,0,0,0,0
599,서울특별시 관악구 봉천동 661-38,37.4886003,126.9326409,1,1,0,0,0
600,서울특별시 관악구 신림동 90-67,37.48039207,126.9323552,1,0,0,0,0
601,서울특별시 관악구 봉천동 980-1,37.48043211,126.9532678,1,0,0,0,0
602,서울특별시 양천구 신월동 910-2,37.52427347,126.8314064,1,0,1,1,0
603,서울특별시 강북구 수유동 54-5,37.63075938,127.0235503,1,0,0,0,0
604,서울특별시 마포구 망원동 403-2,37.55579118,126.9059871,1,0,0,0,0
605,서울특별시 마포구 연남동 361-24,37.56548077,126.9177741,1,0,0,0,0
606,서울특별시 마포구 성산동 192-19,37.56349354,126.9061479,1,0,0,0,0
607,서울특별시 관악구 봉천동 1560-63,37.47889253,126.9444627,1,0,0,0,0
608,서울특별시 양천구 목동 904,37.53263479,126.8714464,1,0,0,0,0
609,서울특별시 성동구 용답동 239-1,37.56101387,127.0590525,1,0,0,0,0
610,서울특별시 양천구 목동 929,37.54277585,126.881433,1,0,0,0,0
611,서울특별시 마포구 용강동 381-10,37.54310205,126.9426921,1,0,0,0,0
612,서울특별시 관악구 신림동 산 156-9,37.47319485,126.931912,1,0,0,0,0
613,서울특별시 관악구 봉천동 산 56-3,37.47642155,126.9577757,1,0,0,0,0
614,서울특별시 마포구 성산동 54-16,37.56451061,126.9116219,1,0,0,0,0
615,서울특별시 성동구 성수동1가 685-185,37.54888424,127.0425475,1,0,1,1,0
616,서울특별시 마포구 신정동 30-2,37.54354866,126.9300676,1,0,0,0,0
617,서울특별시 관악구 신림동 1469-7,37.48937978,126.9223696,1,0,0,0,0
618,서울특별시 서대문구 북가좌동 357-6,37.57993688,126.9075224,1,0,0,0,0
619,서울특별시 양천구 신월동 977,37.52032974,126.835739,1,0,0,0,0
620,서울특별시 관악구 신림동 244-17,37.46851957,126.9400472,1,0,0,0,0
621,서울특별시 마포구 연남동 224-43,37.56339663,126.9270326,1,0,0,0,0
622,서울특별시 마포구 성산동 275-57,37.56348852,126.9091021,1,0,0,0,0
623,서울특별시 관악구 봉천동 1706,37.48432967,126.9594576,1,0,0,0,0
624,서울특별시 양천구 신정동 729,37.51062672,126.8433947,1,0,0,0,0
625,서울특별시 서대문구 연희동 142-18,37.57800993,126.9350323,1,0,0,0,0
626,서울특별시 마포구 망원동 463-11,37.56108668,126.8988012,1,0,0,0,0
627,서울특별시 양천구 신월동 628,37.51450508,126.8414257,1,0,0,0,0
628,서울특별시 성동구 금호동1가 1813,37.55680966,127.0199202,1,0,0,0,0
629,서울특별시 금천구 독산동 330-7,37.46879478,126.8937982,1,0,0,0,0
630,서울특별시 은평구 구산동 355-68,37.61398913,126.9065555,1,0,0,0,0
631,서울특별시 은평구 신사동 192-1,37.59234803,126.9065632,1,0,0,0,0
632,서울특별시 강북구 우이동 165-22,37.6620208,127.0110858,1,0,0,0,0
633,서울특별시 강동구 길동 102,37.53956346,127.1459335,1,0,0,0,0
634,서울특별시 금천구 독산4동 산 193-3,37.46764732,126.9074964,1,0,0,0,0
635,서울특별시 양천구 목동 901-8,37.53971711,126.8816875,1,0,0,0,0
636,서울특별시 양천구 신정동 1099,37.52408281,126.8546531,1,0,0,0,0
637,서울특별시 강동구 암사동 543,37.55148976,127.1330982,1,0,0,0,0
638,서울특별시 금천구 독산동 378-451,37.46309492,126.9039678,1,0,0,0,0
639,서울특별시 금천구 독산동 1020-21,37.46802677,126.9021912,1,0,0,0,0
640,서울특별시 은평구 응암동 91-15,37.59923312,126.9163873,1,0,0,0,0
641,서울특별시 금천구 독산동 1002-5,37.46670274,126.890697,1,0,0,0,0
642,서울특별시 서대문구 북아현동 1002,37.55886948,126.9590045,1,0,0,0,0
643,서울특별시 서대문구 연희동 산 2-5,37.5821592,126.9394633,1,0,0,0,0
644,서울특별시 양천구 목동 879,37.53077062,126.8645921,1,0,0,0,0
645,서울특별시 마포구 대흥동 401-1,37.545534,126.9410961,1,0,0,0,0
646,서울특별시 성동구 용답동 103-9,37.568251,127.048139,1,0,0,0,0
647,서울특별시 양천구 신정동 1062,37.52818658,126.8601068,1,0,0,0,0
648,서울특별시 관악구 봉천동 622-1,37.48706543,126.9420381,1,0,0,0,0
649,서울특별시 서대문구 홍제동 167-29,37.58744695,126.9445206,1,0,0,0,0
650,서울특별시 금천구 독산동 870-2,37.46145538,126.8900188,1,0,1,1,0
651,서울특별시 성동구 성수동2가 255-2,37.53877565,127.0597607,1,0,0,0,0
652,서울특별시 마포구 도화동 204-14,37.5383121,126.9478368,1,0,0,0,0
653,서울특별시 중구 필동2가 19-6,37.56078213,126.9955455,1,0,0,0,0
654,서울특별시 종로구 내자동 169,37.57496003,126.9702723,1,0,0,0,0
655,서울특별시 중구 신당동 52-7,37.56155266,127.0187487,1,0,0,0,0
656,서울특별시 성동구 응봉동 228-16,37.55200342,127.0363244,1,0,0,0,0
